date,next_date,maturity,variance_swap_return_daily,straddle_return_daily,variance_swap_return_weekly,straddle_return_weekly,variance_swap_return_monthly,straddle_return_monthly
2000-01-03,2000-01-04,12m,0.038729688003188656,0.02462254051459989,0.03255860353667773,0.011019820004165343,0.043405755528118525,-0.017346471868047095
2000-01-04,2000-01-05,12m,0.010957149988355841,0.004495125415944878,0.026171876455823178,-0.006540225695518278,0.015524546162218267,-0.043502134231529176
2000-01-05,2000-01-06,12m,-0.02713000011411648,-0.00927207957130105,0.033493955773435814,-0.009391097589278972,-0.01756274696624439,-0.05562283759937988
2000-01-06,2000-01-07,12m,0.055477068825498854,0.004484654681589539,0.06448734783154088,0.006058847500370142,0.015672427674244913,-0.045494579045588485
2000-01-07,2000-01-10,12m,-0.042418375823270016,-0.012924843093182647,-0.02011495521965947,-0.0005132196338659988,-0.027388313723277456,-0.04488596431083347
2000-01-10,2000-01-11,12m,0.03230479066047631,0.006826233973064255,0.04095336507451471,0.021211890672208935,0.029901916256398375,-0.041573303460322376
2000-01-11,2000-01-12,12m,0.01817066714738025,0.0016125860373648049,0.003648759993661855,0.013324084971406238,0.005664838756315375,-0.04291539430274834
2000-01-12,2000-01-13,12m,0.0020453435437635115,0.006179721772453961,0.0009460991511602503,0.00936119856417815,-0.016627279554429955,-0.03903634096619624
2000-01-13,2000-01-14,12m,-0.028409123924721502,-0.002077129057283633,-0.01808581134425539,-0.010798401130716926,-0.015025399866537791,-0.04859248065613197
2000-01-14,2000-01-18,12m,0.017259952409761636,0.008530484866564159,0.015875894083015575,-0.023726440994356217,0.014504993731788712,-0.04630472841783963
2000-01-18,2000-01-19,12m,-0.004689875796944576,-0.0009504574076274475,-0.003425388786063103,-0.036781367998984384,-0.014356758919650797,-0.05777320955872173
2000-01-19,2000-01-20,12m,0.015428901200197354,-0.0023044992874432513,0.0029006458227537777,-0.03425584020616661,-0.03466914940183,-0.06530367793317261
2000-01-20,2000-01-21,12m,-0.017007467898176976,-0.013916335457512807,-0.00581124811684588,-0.02745663982201359,-0.07230401952720655,-0.05706782804456991
2000-01-21,2000-01-24,12m,0.005195526573573028,-0.015119148673033989,0.014613424292483258,-0.0029153738082836485,-0.06524447114306664,-0.04735857836475769
2000-01-24,2000-01-25,12m,-0.0020676270782519213,-0.0049557882588551205,0.00753964791602218,0.0008240691228886078,-0.10692861801630704,-0.04896567557242376
2000-01-25,2000-01-26,12m,0.0016281321287687778,0.0016690178624649832,-0.006107474959095054,-0.003852987004391763,-0.09514377222960589,-0.0371938167970133
2000-01-26,2000-01-27,12m,0.006608178103341578,0.004719650496864736,-0.02749708408449444,-0.013548427458097275,-0.09077492343594014,-0.032371233922289674
2000-01-27,2000-01-28,12m,0.0031871887110102026,0.010966608084358676,-0.02327973340643456,-0.020784303896062336,-0.08250699906690015,-0.038662661365238375
2000-01-28,2000-01-31,12m,-0.0018125892263523014,-0.011425474494536125,-0.04778423583492894,-0.039381691992533094,-0.10234981509392645,-0.05535358990074052
2000-01-31,2000-02-01,12m,-0.015584619429361402,-0.009605833927238572,-0.04053987335555122,-0.026964310353470397,-0.11444093350889625,-0.050581044203987374
2000-02-01,2000-02-02,12m,-0.019927955371090933,-0.008080167940745397,-0.014893548341847971,-0.01249152641628135,-0.11013800274897803,-0.04838962856575201
2000-02-02,2000-02-03,12m,0.010973429469676388,-0.0026502269995614114,0.01919514895832569,-0.013906368336354514,-0.09058744783993979,-0.0418900288409209
2000-02-03,2000-02-04,12m,-0.021981330611045347,-0.008233797340026827,0.016208794334118797,-0.005930812399280843,-0.09672366989820115,-0.03120781063963312
2000-02-04,2000-02-07,12m,0.005781520951330332,0.0013532817081420845,0.03447803889217726,0.008007386701541882,-0.0554197291672217,-0.007701813231947796
2000-02-07,2000-02-08,12m,0.010728758372902103,0.005125137331822405,0.032314131218872916,0.002793626312986466,-0.051648734159908206,-0.016175661183358957
2000-02-08,2000-02-09,12m,0.013986530931868302,-0.009501330186226009,0.022091637638329872,-0.0019978967681386936,-0.06434627355147333,-0.004643328859262225
2000-02-09,2000-02-10,12m,0.008011165393819297,0.0054163689584438846,-0.0037802315243857312,0.0039507513537949575,-0.09800983456569189,-0.007932590514590096
2000-02-10,2000-02-11,12m,-0.004398662213531912,0.005672110786454576,-0.0366043697176084,-0.010379761991373443,-0.09774120235588962,-0.014553509523091436
2000-02-11,2000-02-14,12m,0.0036776402800837715,-0.0038260613641381003,-0.05572561293777486,-0.009578418182225271,-0.08359726401034867,-0.004898713142287672
2000-02-14,2000-02-15,12m,0.0007200140075238615,0.0003224738838585317,-0.06814884710259507,-0.009515482828454953,-0.0795062084410162,0.003987283506949365
2000-02-15,2000-02-16,12m,-0.011680176332894643,-0.0035974067046172786,-0.10572181087509372,-0.02645038482247448,-0.08136343325558142,0.0010050268719765114
2000-02-16,2000-02-17,12m,-0.025201483903260047,-0.00893506478806294,-0.08510837815274054,-0.015743487581616047,-0.03797577314212902,0.05052537864820956
2000-02-17,2000-02-18,12m,-0.024159116518849832,0.006486452580467761,-0.05538871370442553,-0.00022947814568371146,-0.007665807764385934,0.05327096869354486
2000-02-18,2000-02-22,12m,-0.009527125751944587,-0.003762760482578398,-0.016745527996864004,-0.008473490048013654,0.018076668049836424,0.0781976966849282
2000-02-22,2000-02-23,12m,-0.03962979584763304,-0.016780633498388764,-0.025661897888889264,-0.011283373464513377,,
2000-02-23,2000-02-24,12m,0.011100949765311396,0.007360822861313121,-0.0009355488701800951,-0.0008758693182902191,,
2000-02-24,2000-02-25,12m,0.0064642173790576685,0.006686260102865438,-0.022577111984929524,-0.015436496381521348,,
2000-02-25,2000-02-28,12m,0.01576164351068199,-0.0018129382429559193,-0.027296561058378285,-0.02325238681251931,,
2000-02-28,2000-02-29,12m,-0.01850895371843353,-0.006585993618679842,-0.038414138257806034,-0.013190812465685334,,
2000-02-29,2000-03-01,12m,-0.015257918361174627,-0.00643099502880129,0.0019985953664098375,0.009075771654965965,,
2000-03-01,2000-03-02,12m,-0.010801345922402672,-0.007319840741301764,0.027492417001298484,0.008296904298560436,,
2000-03-02,2000-03-03,12m,0.0016045433562659195,-0.001305250326312568,0.03579939955838672,0.03290503812828291,,
2000-03-03,2000-03-06,12m,0.004151929762537865,0.008469485996752457,0.010876745471799208,0.021042869944400328,,
2000-03-06,2000-03-07,12m,0.022740338503964175,0.01582962311771552,0.01506404449670536,0.011158020234587654,,
2000-03-07,2000-03-08,12m,0.009796846287960292,-0.007197893299522029,0.003618786496787858,0.010854863028435168,,
2000-03-08,2000-03-09,12m,-0.0028039574950510238,0.016907156391196665,0.0019902782370568523,0.023345336232526076,,
2000-03-09,2000-03-10,12m,-0.02249533889532207,-0.012774538061085416,0.0035023923456893556,0.0036654710104864095,,
2000-03-10,2000-03-13,12m,0.008311372953992313,-0.00129363913682079,0.06252550113649696,0.06310895119230382,,
2000-03-13,2000-03-14,12m,0.011208527181748806,0.015525065309431652,0.05957451129968248,0.05773197915763145,,
2000-03-14,2000-03-15,12m,0.008158313284238439,0.005069513787541169,0.04904064986987109,0.07312721063304246,,
2000-03-15,2000-03-16,12m,-0.0012990784181828863,-0.002648896753857266,,,,
2000-03-16,2000-03-17,12m,0.034998658524096005,0.04569525977172084,,,,
2000-03-17,2000-03-20,12m,0.005510953942167163,-0.006344876987078862,,,,
2000-03-20,2000-03-21,12m,0.0011555008127863697,0.030305977447468324,,,,
2000-03-21,2000-03-22,12m,,,,,,
2000-03-22,2000-03-23,12m,,,,,,
2000-03-23,2000-03-24,12m,,,,,,
2000-03-24,2000-03-27,12m,,,,,,
2000-03-27,2000-03-28,12m,-0.0028301777136209294,-0.022419668163434325,-0.04493951343825198,-0.05182357536767155,-0.024016161094655163,-0.08326630855055937
2000-03-28,2000-03-29,12m,-0.018454447420112485,-0.013718086396231066,0.02461710383200843,0.008160334946481418,-0.051756717627451716,-0.07962130838923663
2000-03-29,2000-03-30,12m,-0.012084357567016424,-0.026931016514349815,0.04799942608684736,0.012277180946416546,-0.046460341067770146,-0.07778450383539892
2000-03-30,2000-03-31,12m,-0.006136062474846216,0.00088452341158618,0.015772588945142427,0.01784455681803774,-0.04792272440523434,-0.05203598226802264
2000-03-31,2000-04-03,12m,-0.006187404578025024,0.009736429018457171,-0.03387672175671654,-0.004876195214446607,0.004881531304231475,-0.03960205460696281
2000-04-03,2000-04-04,12m,0.06979324316721236,0.03942440370589395,-0.013955824758061683,-0.015099929723834385,0.07114367122780929,-0.03214138490423705
2000-04-04,2000-04-05,12m,0.00394495849688048,-0.009690581434886214,-0.07326932919138253,-0.05290404366289195,-0.02013895315770476,-0.08174970604269294
2000-04-05,2000-04-06,12m,-0.042463569354668884,-0.02157927997217468,-0.037509494679270526,-0.039354402488158725,-0.048528699673430736,-0.0705808545487294
2000-04-06,2000-04-07,12m,-0.05471451395757687,-0.02145763965963743,0.028905866163881484,-0.0209036160502431,-0.010240094975139441,-0.05779198857342886
2000-04-07,2000-04-10,12m,0.014304429947860076,-0.0006374331332643646,0.19927745972787222,0.0040806687275397775,0.0493781489368462,-0.04350904647734426
2000-04-10,2000-04-11,12m,0.005441981971672005,-0.0004725561732097372,0.1463304680949289,-0.008765971749040884,0.08231316418465054,-0.04370773672143653
2000-04-11,2000-04-12,12m,0.04268426723670271,0.004477293724681974,0.05960494798530033,-0.03193915822102061,0.05153483729873833,-0.02905132500037225
2000-04-12,2000-04-13,12m,0.02360994223865509,-0.0027870929279379952,0.00497351046652481,-0.05050736210428854,-0.008641565140011584,-0.030325004351105384
2000-04-13,2000-04-14,12m,0.1018107814325726,0.00351250771159628,-0.04690865193470204,-0.05639091507361122,-0.04926315047550567,-0.01529698296789257
2000-04-14,2000-04-17,12m,-0.030476173347971702,-0.013423708182817684,-0.1286684161105959,-0.052667403289464225,-0.1534649276975006,-0.021140449048693624
2000-04-17,2000-04-18,12m,-0.07062463341844438,-0.023839627096440053,-0.1096733122439349,-0.010794028450835592,-0.14421564588053756,-0.028549338685888232
2000-04-18,2000-04-19,12m,-0.011074768624408038,-0.01478940768606618,-0.02722055767693367,0.014529068912152044,-0.09591873497760398,-0.01900282501829723
2000-04-19,2000-04-20,12m,-0.029234333461789164,-0.008966345642791751,-0.0469905618330568,0.010674343079609419,-0.041229643961290315,-0.0015474653263397077
2000-04-20,2000-04-24,12m,0.007293304341580598,0.007472400327821482,-0.031025743099945942,0.00783576753115275,-0.021169380428999265,-0.016328003507474133
2000-04-24,2000-04-25,12m,-0.009340470099097553,0.03018429075822171,-0.051123714416161516,0.0005981067492016564,-0.0021258391493835555,-0.02654331071578089
2000-04-25,2000-04-26,12m,0.01544440175166728,0.0011495105309995424,0.004742489654124613,-0.015109163098315637,0.0020688435264593786,-0.048983678016985735
2000-04-26,2000-04-27,12m,-0.031172907096270852,-0.018532737312647818,0.04818026184507782,0.001054864428652003,-0.006621561699397876,-0.05370273249553856
2000-04-27,2000-04-28,12m,-0.012972062304832166,-0.011749758438632796,0.058781439992216356,0.0058289401513102,-0.01105784375266912,-0.041377224969969255
2000-04-28,2000-05-01,12m,-0.013599461171550309,0.00023734902713878903,0.04572617126061245,0.020184323932804775,-0.014457029298616681,-0.002813037937728422
2000-05-01,2000-05-02,12m,0.048985771479976625,0.014012580519648932,0.055976239463485254,0.01166423818001059,0.012843037082849423,0.000847718952859718
2000-05-02,2000-05-03,12m,0.05934484694041586,0.017580375394907977,0.008903662556013452,-0.008924455244541846,-0.07892484811070466,-0.0067392977514125155
2000-05-03,2000-05-04,12m,-0.021374298040641837,-0.013852075744658965,-0.0036737181029621647,-0.026869934701753095,-0.15021539457636396,-0.02496305218092851
2000-05-04,2000-05-05,12m,-0.02514257690348809,0.0023547387809779163,-0.005481860628213693,0.001449789838864119,-0.11915081368379692,-0.0029951344259157566
2000-05-05,2000-05-08,12m,-0.003930894890806114,-0.008116149244630444,0.0028395818085749265,0.0022539562977656573,-0.10743760684133857,-0.01696100583626847
2000-05-08,2000-05-09,12m,0.0022248108091922347,-0.006623904749926801,-0.01166058890883337,0.02325511091845426,-0.12074889163220627,-0.0077660605471022845
2000-05-09,2000-05-10,12m,0.046138647098362906,-0.0008450290249099046,-0.03254090805106821,0.027562204210901428,-0.1668497373883434,-0.0316871606321153
2000-05-10,2000-05-11,12m,-0.023150317383068164,0.01484649042558206,-0.09359720300074628,0.006946295853223615,-0.21696489867330138,-0.03867876801263684
2000-05-11,2000-05-12,12m,-0.016985641791678052,0.0031596319159381547,-0.08898027167654936,-0.021920544877460153,-0.22689332340627874,-0.07588454319975119
2000-05-12,2000-05-15,12m,-0.01833317052134298,0.012667710958250922,-0.02806212510256748,-0.02232878519617036,-0.1910536912796267,-0.06071820236547348
2000-05-15,2000-05-16,12m,-0.018948860570418002,-0.002442578440314147,-0.018745307704115928,-0.05737890874385215,-0.1830874154685901,-0.0723601834720552
2000-05-16,2000-05-17,12m,-0.01988311064523629,-0.020891005056656753,0.027103662381491235,-0.05789625043896117,-0.19166369036982644,-0.08376381612128232
2000-05-17,2000-05-18,12m,-0.018174551737113687,-0.014246830763295804,0.04251571095669015,-0.031601848442063776,-0.18452143943623603,-0.07315860706346443
2000-05-18,2000-05-19,12m,0.04874664796659833,0.0027409233890329787,0.06886201563072986,-0.02135693129460705,,-0.05575798928410412
2000-05-19,2000-05-22,12m,-0.008923093156743223,-0.02363705882977718,-0.0170000534864028,-0.029642962716004764,,-0.041831372713073654
2000-05-22,2000-05-23,12m,0.026890598539750066,-0.0029900710141865794,-0.02438098217954758,0.021682726422642618,,-0.020112745062665804
2000-05-23,2000-05-24,12m,-0.005176114982224145,0.006436224586377826,-0.03688984381819166,0.028752838983365687,,-0.0182131496487909
